player,transfermarkt_id,transfermarkt_name,tm_market_value
Abdelmouhib Chamakh,584250,Abdelmouhib Chamakh,800000.0
Ali Abdi,211474,Ali Abdi,2000000.0
Omar Rekik,578292,Omar Rekik,500000.0
Dylan Daniel Mahmoud Bronn,450417,Dylan Bronn,600000.0
Elias Saad,526466,Elias Saad,2000000.0
Hazem Mastouri,953150,Hazem Mastouri,900000.0
Hannibal Mejbri,607224,Hannibal,15000000.0
Ismael Seifallah Gharbi,810096,Ismaël Gharbi,5000000.0
Ahmed Mortadha Ben Ouanes,230921,Mortadha Ben Ouanes,1500000.0
Rani Khedira,124410,Rani Khedira,2000000.0
Khalil Ayari,1198342,Khalil Ayari,1000000.0
Aymen Dahmen,569433,Aymen Dahmen,800000.0
Rayan Elloumi,1273985,Rayan Elloumi,800000.0
Firas Chaouat,402087,Firas Chaouat,1200000.0
Yan Valery,406008,Yan Valery,1500000.0
Sabri Ben Hessen,295381,Sabri Ben Hessen,550000.0
Moutaz Neffati,1034598,Moutaz Neffati,1200000.0
Raed Chikhaoui,1075790,Raed Chikhaoui,600000.0
Anis Slimane,546712,Anis Ben Slimane,4000000.0
Sebastian Tounekti,539677,Sebastian Tounekti,5000000.0
Zeno Koen Debast,548193,Zeno Debast,28000000.0
Arthur Nicolas Theate,368891,Arthur Theate,17000000.0
Kevin De Bruyne,88755,Kevin De Bruyne,8000000.0
Romelu Lukaku,96341,Romelu Lukaku,6000000.0
Leandro Trossard,144028,Leandro Trossard,18000000.0
Jeremy Baffour Doku,486049,Jérémy Doku,75000000.0
Senne Lammens,503883,Senne Lammens,35000000.0
Mike Louis Penders,834397,Mike Penders,25000000.0
Dodi Lukebakio,303259,Dodi Lukébakio,15000000.0
Koni De Winter,490384,Koni De Winter,23000000.0
Hans Vanaken,137576,Hans Vanaken,5000000.0
Timothy Castagne,262226,Timothy Castagne,8000000.0
Nicolas Thierry Raskin,422763,Nicolas Raskin,12000000.0
Nathan Ngoy,548254,Nathan Ngoy,25000000.0
Matias Fernandez-Pardo,724129,Matias Fernandez-Pardo,35000000.0
Saleh Hardani,697155,Saleh Hardani,800000.0
Ehsan Hajisafi,77547,Ehsan Hajsafi,250000.0
Milad Mohammadi,333355,Milad Mohammadi,900000.0
Alireza Jahanbakhsh,213268,Alireza Jahanbakhsh,500000.0
Mohammad Mohebbi,603149,Mohammad Mohebi,2500000.0
Mehdi Taremi,307058,Mehdi Taremi,2000000.0
Mehdi Ghayedi,478192,Mehdi Ghayedi,4500000.0
Ali Alipour,249360,Ali Alipour,1700000.0
Mohammadhossein Kanani,249400,Hossein Kanaani,1600000.0
Roozbeh Cheshmi,273879,Roozbeh Cheshmi,450000.0
Mahdi Torabi,283833,Mehdi Torabi,1200000.0
Arya Yousefi,932724,Arya Yousefi,1500000.0
Amirhossein Hosseinzadeh,542380,Amirhossein Hosseinzadeh,2200000.0
Ali Nemati,389238,Mohammadali Nemati,
Mohammad Ghorbani,856087,Mohammad Ghorbani,1200000.0
Ramin Rezaeian,188312,Ramin Rezaeian,250000.0
Dennis Dargahi,249303,Dennis Eckert Ayensa,2000000.0
Danial Iri,1080301,Danial Eiri,1000000.0
Amirmohammad Razaghinia,1051591,Amirmohammad Razzaghinia,1200000.0
Maxime Teremoana Crocombe,207843,Max Crocombe,1000000.0
Timothy John Payne,149901,Tim Payne,350000.0
Francis De Vries,207061,Francis de Vries,600000.0
Tyler Grant Bindon,1007720,Tyler Bindon,3500000.0
Michael Joseph Boxall,81723,Michael Boxall,150000.0
Joe Zen Robert Bell,345700,Joe Bell,3500000.0
Logan Tipene Rogerson,312317,Logan Rogerson,400000.0
Marko Seufatu Nikola Stamenic,617018,Marko Stamenić,3000000.0
Christopher Grant Wood,108725,Chris Wood,5000000.0
Sarpreet Singh,350357,Sarpreet Singh,500000.0
Elijah Henry Just,485672,Elijah Just,2500000.0
Alexander Noah Paulsen,617009,Alex Paulsen,500000.0
Liberato Gianpaolo Cacace,469211,Liberato Cacace,2500000.0
Alex Arthur Rufer,256019,Alex Rufer,600000.0
Nando Zen Pijnaker,455425,Nando Pijnaker,400000.0
Finn Surman,724809,Finn Surman,1800000.0
Kosta Barbarouses,50200,Kosta Barbarouses,300000.0
Benjamin Peter Waine,539502,Ben Waine,400000.0
Benjamin Craig Old,617021,Ben Old,1800000.0
Jesse Carmichael Randall,677509,Jesse Randall,900000.0
Michael Cornelis Woud,350347,Michael Woud,400000.0
Ryan Jared Thomas,203357,Ryan Thomas,650000.0
Callan Rennie Elliot,482204,Callan Elliot,450000.0
Lachlan Ryan Bayliss,1109358,Lachlan Bayliss,550000.0
Thomas Jefferson Smith,54381,Tommy Smith,50000.0
David Raya,262749,David Raya,30000000.0
Marc Pubill,844637,Marc Pubill,35000000.0
Alejandro Grimaldo,193082,Alejandro Grimaldo,20000000.0
Eric Garcia,466794,Eric García,40000000.0
Marcos Llorente,282411,Marcos Llorente,20000000.0
Mikel Merino,338424,Mikel Merino,25000000.0
Ferran Torres,398184,Ferran Torres,50000000.0
Fabian Ruiz,350219,Fabián Ruiz,30000000.0
Pablo Gavi,646740,Gavi,30000000.0
Daniel Olmo,293385,Dani Olmo,60000000.0
Yeremy Jesús Pino,568157,Yéremy Pino,30000000.0
Pedro Antonio Porro,553875,Pedro Porro,35000000.0
Joan Garcia,561613,Joan García,45000000.0
Aymeric Laporte,176553,Aymeric Laporte,8000000.0
Alejandro Baena,548111,Álex Baena,40000000.0
Rodrigo Rodri,537928,Rodrigo Rodrigues,700000.0
Nicholas Williams,709187,Nico Williams,40000000.0
Martin Zubimendi,423440,Martín Zubimendi,75000000.0
Mikel Oyarzabal,351478,Mikel Oyarzabal,25000000.0
Pau Cubarsi,962110,Pau Cubarsí,80000000.0
Unai Simon,262396,Unai Simón,22000000.0
Marc Cucurella,284857,Marc Cucurella,50000000.0
Victor Munoz,935231,Víctor Muñoz,30000000.0
Borja Iglesias,278359,Borja Iglesias,2800000.0
Khalid Saleh,227897,Khalid Saleh Hussain Al-Qahtani,
Ibrahim Mohamed,1407691,Ashham Ibrahim Mohamed,
Sergio Ramón Rochet,264014,Sergio Rochet,1800000.0
José María Gimenez,250845,José María Giménez,9000000.0
Sebastián Enzo Caceres,532389,Sebastián Cáceres,4500000.0
Ronald Federico Araujo,480267,Ronald Araujo,20000000.0
Manuel Ugarte,476701,Manuel Ugarte,25000000.0
Rodrigo Bentancur,354362,Rodrigo Bentancur,20000000.0
Diego Nicolás De La Cruz,397458,Nicolás de la Cruz,8000000.0
Federico Santiago Valverde,369081,Federico Valverde,90000000.0
Darwin Gabriel Nunez,546543,Darwin Núñez,20000000.0
Giorgian Daniel De Arrascaeta,248410,Giorgian de Arrascaeta,14000000.0
Facundo Pellistri,676318,Facundo Pellistri,5000000.0
Santiago Andres Mele,320739,Santiago Mele,2000000.0
Guillermo Varela,188862,Guillermo Varela,1000000.0
Agustin Canobbio,457533,Agustín Canobbio,8000000.0
Emiliano Martinez,111873,Emiliano Martínez,12000000.0
Mathías Olivera,376514,Mathías Olivera,15000000.0
Matías Nicolas Vina,439072,Matías Viña,3500000.0
Paul Brian Rodriguez,465818,Brian Rodríguez,8000000.0
Rodrigo Sebastian Aguirre,189410,Rodrigo Aguirre,2300000.0
Maximiliano Javier Araujo,572675,Maxi Araújo,35000000.0
Federico Sebastian Vinas,578419,Federico Viñas,4000000.0
Joaquin Piquerez,496268,Joaquín Piquerez,12000000.0
Nestor Fernando Muslera,58088,Fernando Muslera,700000.0
Santiago Ignacio Bueno,438001,Santiago Bueno,10000000.0
Juan Manuel Sanabria,446106,Juan Manuel Sanabria,4000000.0
Brice Lauriche Samba,191056,Brice Samba,7000000.0
Malo Arthur Gusto,620322,Malo Gusto,35000000.0
Lucas Digne,126664,Lucas Digne,6000000.0
Dayotchanculle Oswald Upamecano,344695,Dayot Upamecano,70000000.0
Jules Olivier Kounde,411975,Jules Koundé,60000000.0
Emmanuel Boris Kone,624690,Manu Koné,50000000.0
Masour Ousmane Dembele,288230,Ousmane Dembélé,100000000.0
Aurélien Djani Tchouameni,413112,Aurélien Tchouaméni,70000000.0
Marcus Lilian Thuram,318528,Marcus Thuram,50000000.0
Kylian Mbappe,342229,Kylian Mbappé,180000000.0
Michael Akpovie Olise,566723,Michael Olise,150000000.0
N'golo Kante,225083,N'Golo Kanté,4000000.0
Ibrahima Konate,357119,Ibrahima Konaté,45000000.0
Mike Peterson Maignan,182906,Mike Maignan,20000000.0
William Alain André Gabriel Saliba,495666,William Saliba,100000000.0
Warren Marie Jean-Pierre Zaire-Emery,810092,Warren Zaïre-Emery,80000000.0
Théo Bernard François Hernandez,339808,Theo Hernández,20000000.0
Désiré Nonka-Maho Doue,914562,Désiré Doué,120000000.0
Lucas Francois Bernard Hernandez,281963,Lucas Hernández,18000000.0
Jean-Philippe Mateta,420002,Jean-Philippe Mateta,30000000.0
Robin François Philippe Risser,743515,Robin Risser,30000000.0
Mathis Rayan Cherki,607223,Rayan Cherki,90000000.0
Maghnes Akliouche,745200,Maghnes Akliouche,50000000.0
Yehvann Djibril Victor Diouf,448632,Yehvann Diouf,7000000.0
Mamadou Sarr,910905,Mamadou Sarr,22000000.0
Kalidou Koulibaly,93128,Kalidou Koulibaly,4500000.0
Abdoulaye Seck,265383,Abdoulaye Seck,400000.0
Idrissa Gana Gueye,126665,Idrissa Gueye,500000.0
Assane Diao,1061282,Assane Diao,30000000.0
Lamine Camara,918969,Lamine Camara,40000000.0
Ahmadou Bamba Mbacke Dieng,822458,Bamba Dieng,15000000.0
Sadio Mane,200512,Sadio Mané,6000000.0
Nicolas Jackson,776890,Nicolas Jackson,40000000.0
Pape Cherif Ndiaye,480705,Cherif Ndiaye,5000000.0
Iliman Cheikh Baroy Ndiaye,623570,Iliman Ndiaye,55000000.0
Ismail Joshua Jakobs,375137,Ismail Jakobs,8000000.0
Krepin Diatta,490426,Krépin Diatta,6000000.0
Edouard Osoque Mendy,442531,Edouard Mendy,4000000.0
Pape Matar Sarr,568693,Pape Matar Sarr,30000000.0
Ismaila Sarr,410225,Ismaïla Sarr,40000000.0
Moussa Niakhate,291200,Moussa Niakhaté,15000000.0
Ibrahim Mbaye,1185888,Ibrahim Mbaye,30000000.0
Bara Sapoko Ndiaye,1497653,Bara Sapoko Ndiaye,4000000.0
Mory Diaw,164904,Mory Diaw,900000.0
Antoine Alpha Mendy,891998,Antoine Mendy,10000000.0
El Hadji Malick Diouf,1111589,El Hadji Malick Diouf,28000000.0
Pape Alassane Gueye,485963,Pape Gueye,40000000.0
Ørjan Haskjold Nyland,73517,Ørjan Nyland,800000.0
Morten Thorsby,226524,Morten Thorsby,2800000.0
Kristoffer Vassbakk Köpp Ajer,328658,Kristoffer Ajer,18000000.0
Leo Skiri Ostigard,367284,Leo Østigård,13000000.0
Patrick Berg,308439,Patrick Berg,8000000.0
Alexander Sorloth,238407,Alexander Sørloth,18000000.0
Sander Gard Bolin Berge,333014,Sander Berge,25000000.0
Erling Braut Haaland,418560,Erling Haaland,200000000.0
Martín Odegaard,316264,Martin Ødegaard,65000000.0
Sander Tangvik,549378,Sander Tangvik,3000000.0
Egil Selvik,380744,Egil Selvik,1500000.0
Fredrik Aursnes,223367,Fredrik Aursnes,15000000.0
Fredrik André Bjorkan,364938,Fredrik Bjørkan,3500000.0
Torbjørn Lysaker Heggem,464469,Torbjørn Heggem,13000000.0
Kristian Thorstvedt,564785,Kristian Thorstvedt,12000000.0
Thelonious Gerard Aasgaard,647384,Thelo Aasgaard,2800000.0
Antonio Eromonsele Nordby Nusa,894914,Antonio Nusa,32000000.0
Oscar Bobb,661207,Oscar Bobb,28000000.0
Jens Petter Hauge,422355,Jens Petter Hauge,12000000.0
Sondre Klingen Langas,737837,Sondre Langås,4000000.0
Julian Ryerson,370789,Julian Ryerson,25000000.0
Juan Agustín Musso,242359,Juan Musso,3000000.0
Marcos Nicolás Senesi,469781,Marcos Senesi,25000000.0
Nicolás Alejandro Tagliafico,131225,Nicolás Tagliafico,4000000.0
Gonzalo Ariel Montiel,402733,Gonzalo Montiel,4500000.0
Leandro Daniel Paredes,166237,Leandro Paredes,5000000.0
Lisandro Martinez,480762,Lisandro Martínez,40000000.0
Rodrigo Javier De Paul,255901,Rodrigo De Paul,14000000.0
Valentin Barco,849410,Valentín Barco,40000000.0
Julián Alvarez,576024,Julián Alvarez,100000000.0
Lionel Andrés Messi,28003,Lionel Messi,15000000.0
Giovani Lo Celso,348795,Giovani Lo Celso,8000000.0
Geronimo Rulli,229604,Gerónimo Rulli,6000000.0
Cristian Gabriel Romero,355915,Cristian Romero,45000000.0
Exequiel Alejandro Palacios,401578,Exequiel Palacios,25000000.0
Nicolas Ivan Gonzalez,486031,Nico González,22000000.0
Thiago Ezequiel Almada,576028,Thiago Almada,15000000.0
Giuliano Simeone,742201,Giuliano Simeone,40000000.0
Nicolas Paz,948294,Nico Paz,80000000.0
Nicolas Hernan Gonzalo Otamendi,54781,Nicolás Otamendi,1000000.0
Alexis Mac Allister,534033,Alexis Mac Allister,70000000.0
Jose Manuel Alberto Lopez,844797,Flaco López,25000000.0
Lautaro Javier Martinez,406625,Lautaro Martínez,85000000.0
Damián Emiliano Martinez,111873,Emiliano Martínez,12000000.0
Enzo Jeremías Fernandez,648195,Enzo Fernández,90000000.0
Facundo Axel Medina,474800,Facundo Medina,18000000.0
Nahuel Molina,424042,Nahuel Molina,15000000.0
Melvin Feycal Mastil,534398,Melvin Mastil,250000.0
Aissa Mandi,80293,Aïssa Mandi,1000000.0
Achref Abada,949929,Achref Abada,1000000.0
Mohamed Amine Tougai,592396,Mohamed Amine Tougai,1300000.0
Zineddine Belaid,625142,Zineddine Belaid,1800000.0
Ramiz Larbi Zerrouki,416660,Ramiz Zerrouki,6500000.0
Amine Ferid Gouiri,418659,Amine Gouiri,28000000.0
Fares Chaibi,855015,Farès Chaïbi,15000000.0
Anis Hadj Moussa,917911,Anis Hadj Moussa,23000000.0
Ahmed Nadhir Benbouali,840254,Nadhir Benbouali,1200000.0
Hicham Boudaoui,560593,Hicham Boudaoui,12000000.0
Rayan Ait-Nouri,578391,Rayan Aït-Nouri,40000000.0
Oussama Benbot,437982,Oussama Benbout,850000.0
Rafik Belghali,864306,Rafik Belghali,7000000.0
Nabil Bentaleb,245537,Nabil Bentaleb,4500000.0
Adil Boulbina,748443,Adil Boulbina,3000000.0
Ibrahim Maza,905011,Ibrahim Maza,45000000.0
Luca Zinedine Zidane,283489,Luca Zidane,1000000.0
Yassine Titraoui,748445,Yassine Titraoui,7000000.0
Fares Ghedjemis,888738,Farès Ghedjemis,7500000.0
Samir Sophian Chergui,668167,Samir Chergui,3000000.0
Alexander Schlager,186374,Alexander Schlager,2000000.0
David Leopold Affengruber,452483,David Affengruber,20000000.0
Kevin Danso,263236,Kevin Danso,20000000.0
Xaver Schlager,223979,Xaver Schlager,10000000.0
Stefan Posch,223974,Stefan Posch,6000000.0
Nicolas Seiwald,404950,Nicolas Seiwald,25000000.0
Marko Arnautovic,41384,Marko Arnautovic,2000000.0
David Alaba,59016,David Alaba,3000000.0
Marcel Sabitzer,106987,Marcel Sabitzer,6000000.0
Florian Grillitsch,195736,Florian Grillitsch,2500000.0
Michael Gregoritsch,120205,Michael Gregoritsch,1500000.0
Florian Wiegele,393999,Florian Wiegele,2200000.0
Patrick Pentz,223972,Patrick Pentz,2200000.0
Saša Kalajdzic,369567,Sasa Kalajdzic,4000000.0
Philipp Lienhart,225657,Philipp Lienhart,10000000.0
Carney Chibueze Chukwuemeka,659459,Carney Chukwuemeka,20000000.0
Romano Schmid,346853,Romano Schmid,15000000.0
Dejan Ljubicic,287188,Dejan Ljubicic,3000000.0
Konrad Laimer,223967,Konrad Laimer,32000000.0
Patrick Wimmer,533295,Patrick Wimmer,12000000.0
Alexander Prass,434116,Alexander Prass,9000000.0
Marco Friedl,156990,Marco Friedl,10000000.0
Paul Wanner,900909,Paul Wanner,22000000.0
Michael Svoboda,438961,Michael Svoboda,3500000.0
Luiz Matheus,252031,Luiz Matheus,
Miguel Bruno,864384,Miguel Bruno,
Tiago Rui Silva,1262870,Santiago Fernandes,
Axel Tuanzebe,342046,Axel Tuanzebe,5000000.0
Nathanaël Mbuku,557614,Nathanaël Mbuku,2000000.0
Gaël Roméo Kakuta,74297,Gaël Kakuta,
Joris Kayembe,129586,Joris Kayembe,2000000.0
Noah Junior Sadiki,727089,Noah Sadiki,35000000.0
Timothy Bruce Munzoko Fayulu,541420,Timothy Fayulu,800000.0
Cedric Bakambu,127048,Cédric Bakambu,1200000.0
Charles Monginda Pickel,243879,Charles Pickel,2500000.0
Yoane Wissa,388165,Yoane Wissa,25000000.0
Matthieu Luka Epolo,680218,Matthieu Epolo,8000000.0
Simon Bokote Banza,344869,Simon Banza,10000000.0
Edo Kayembe Kayembe,486477,Edo Kayembe,4000000.0
Utkir Yusupov,311958,Utkir Yusupov,500000.0
Abdukodir Khusanov,763079,Abdukodir Khusanov,50000000.0
Farrukh Sayfiev,212499,Farrukh Sayfiev,225000.0
Rustamjon Ashurmatov,288883,Rustam Ashurmatov,750000.0
Akmal Mozgovoy,562022,Akmal Mozgovoy,1400000.0
Otabek Shukurov,294525,Otabek Shukurov,1500000.0
Jamshid Iskanderov,260857,Jamshid Iskanderov,1000000.0
Odiljon Xamrobekov,288915,Odildzhon Khamrobekov,1000000.0
Ruslanbek Jiyanov,754040,Ruslanbek Jiyanov,800000.0
Oston Urunov,492556,Oston Urunov,2000000.0
Sherzod Nasrullaev,608537,Sherzod Nasrullaev,1200000.0
Eldor Shomurodov,358166,Eldor Shomurodov,7000000.0
Botirali Ergashev,312690,Botirali Ergashev,500000.0
Dostonbek Khamdamov,294502,Dostonbek Khamdamov,900000.0
Abdulla Abdullaev,709479,Abdulla Abdullaev,
Azizjon Ganiev,431911,Aziz Ganiev,2000000.0
Igor Sergeev,185372,Igor Sergeev,1200000.0
Abbosbek Fayzullaev,754037,Abbosbek Fayzullaev,7000000.0
Sherzod Esanov,989068,Sherzod Esanov,450000.0
Jakhongir Urozov,989069,Jakhongir Urozov,600000.0
David Ospina,73396,David Ospina,100000.0
Daniel Munoz,493003,Daniel Muñoz,22000000.0
Jhon Janer Lucumi,413565,Jhon Lucumí,22000000.0
Santiago Arias,120443,Santiago Arias,1200000.0
Kevin Duvan Castano,857948,Kevin Castaño,5000000.0
Richard Rios,735573,Richard Ríos,25000000.0
Luis Fernando Diaz,480692,Luis Díaz,70000000.0
Jorge Andres Carrascal,354145,Jorge Carrascal,13000000.0
Jhon Andrés Cordoba,185245,Jhon Córdoba,10000000.0
James David Rodriguez,88103,James Rodríguez,1500000.0
Jhon Adolfo Arias,588989,Jhon Arias,15000000.0
Camilo Andres Vargas,74113,Camilo Vargas,450000.0
Yerry Fernando Mina,289446,Yerry Mina,2500000.0
Gustavo Adolfo Puerta,936981,Gustavo Puerta,10000000.0
Juan Camilo Portilla,585747,Juan Portilla,5000000.0
Jefferson Andrés Lerma,262980,Jefferson Lerma,6000000.0
Johan Andrés Mojica,262939,Johan Mojica,1500000.0
Willer Emilio Ditta,609255,Willer Ditta,5500000.0
Juan Camilo Hernandez,459463,Cucho Hernández,18000000.0
Juan Fernando Quintero,122582,Juan Fernando Quintero,1800000.0
Jaminton Leandro Campaz,491553,Jáminton Campaz,5500000.0
Deiver Machado,332560,Deiver Machado,1800000.0
Davinson Sanchez,341429,Davinson Sánchez,16000000.0
Álvaro David Montero,292985,Álvaro Montero,2500000.0
Luis Javier Suarez,424784,Luis Suárez,30000000.0
Carlos Andrés Gomez,957461,Andrés Gómez,11000000.0
Jordan Lee Pickford,130164,Jordan Pickford,13000000.0
Nico Oreilly,743413,Nico O'Reilly,70000000.0
Declan Rice,357662,Declan Rice,120000000.0
John Stones,186590,John Stones,12000000.0
Elliot Junior Anderson,567576,Elliot Anderson,75000000.0
Harry Edward Kane,132098,Harry Kane,60000000.0
Jude Victor William Bellingham,581678,Jude Bellingham,130000000.0
Marcus Rashford,258923,Marcus Rashford,40000000.0
Dean Bradley Henderson,258919,Dean Henderson,28000000.0
Jordan Brian Henderson,61651,Jordan Henderson,1200000.0
Daniel Johnson Burn,134270,Dan Burn,4000000.0
Kobbie Boateng Mainoo,820374,Kobbie Mainoo,70000000.0
Morgan Elliot Rogers,503743,Morgan Rogers,90000000.0
Anthony Michael Gordon,503733,Anthony Gordon,65000000.0
George Arthur Watkins,324358,Ollie Watkins,25000000.0
Azuka Tristan Madueke,503987,Noni Madueke,50000000.0
Eberechi Oluchi Eze,479999,Eberechi Eze,65000000.0
Ivan Benjamin Elijah Toney,251664,Ivan Toney,20000000.0
James Harrington Trafford,566799,James Trafford,25000000.0
Reece Lewis James,472423,Reece James,60000000.0
Tehuti Djed-Hotep Spence,483348,Djed Spence,30000000.0
Jarell Amorin Quansah,632349,Jarell Quansah,45000000.0
Dominik Livakovic,205927,Dominik Livakovic,4000000.0
Josip Stanisic,483046,Josip Stanisic,40000000.0
Marin Pongracic,282144,Marin Pongracic,6500000.0
Joško Gvardiol,475959,Josko Gvardiol,70000000.0
Duje Caleta-Car,238266,Duje Caleta-Car,2800000.0
Josip Sutalo,371001,Josip Sutalo,12000000.0
Nikola Moro,316934,Nikola Moro,7000000.0
Mateo Kovacic,51471,Mateo Kovacic,10000000.0
Andrej Kramaric,46580,Andrej Kramaric,2500000.0
Luka Modric,27992,Luka Modrić,3500000.0
Ante Budimir,46413,Ante Budimir,2800000.0
Ivor Pandur,371013,Ivor Pandur,4500000.0
Nikola Vlasic,293200,Nikola Vlašić,10000000.0
Ivan Perisic,42460,Ivan Perišić,1200000.0
Mario Pasalic,205938,Mario Pašalić,6000000.0
Martin Baturina,580451,Martin Baturina,30000000.0
Petar Sucic,668207,Petar Sučić,40000000.0
Kristijan Jakic,374954,Kristijan Jakic,6000000.0
Toni Fruk,432758,Toni Fruk,9000000.0
Igor Matanovic,605268,Igor Matanovic,22000000.0
Luka Sucic,502722,Luka Sucic,10000000.0
Luka Vuskovic,892160,Luka Vuskovic,60000000.0
Dominik Kotarski,370997,Dominik Kotarski,5000000.0
Marco Pasalic,395928,Marco Pašalić,6500000.0
Martin Erlic,357003,Martin Erlić,4000000.0
Petar Musa,387110,Petar Musa,12000000.0
Lawrence Ati Zigi,254285,Lawrence Ati Zigi,1500000.0
Alidu Seidu,798404,Alidu Seidu,6000000.0
Caleb Marfo Yirenkyi,1240763,Caleb Yirenkyi,10000000.0
Jonas Adjei Adjetey,734676,Jonas Adjetey,6000000.0
Thomas Teye Partey,230784,Thomas Partey,2000000.0
Kwasi Sibo,538006,Kwasi Sibo,1400000.0
Jordan Pierre Ayew,108354,Jordan Ayew,1000000.0
Antoine Serlom Semenyo,583255,Antoine Semenyo,80000000.0
Joseph Tetteh Anang,576099,Joseph Anang,350000.0
Gideon Mensah,397171,Gideon Mensah,4000000.0
Elisha Owusu,395695,Elisha Owusu,4000000.0
Benjamin Asare,263160,Benjamin Winnersbach,
Jerome Opoku,408563,Jerome Opoku,5000000.0
Inaki Williams,255508,Iñaki Williams,8000000.0
Augustine Boakye,579263,Augustine Boakye,6000000.0
Kojo Peprah Oppong,1113451,Kojo Peprah Oppong,10000000.0
Derrick Luckassen,241457,Derrick Luckassen,1000000.0
Prince Kwabena Adu,734799,Prince Adu,3000000.0
Luis Ricardo Mejia,76715,Luis Mejía,150000.0
Cesar Rodolfo Blackman,440383,César Blackman,2500000.0
Jose Angel Cordoba,698415,José Córdoba,5000000.0
Fidel Escobar,345716,Fidel Escobar,350000.0
Edgardo Issac Farina,923177,Edgardo Fariña,900000.0
Cristian Jesus Martinez,419247,Cristian Martínez,800000.0
Jose Luis Rodriguez,253946,José Luis Loreto,
Adalberto Eliecer Carrasquilla,375300,Adalberto Carrasquilla,4000000.0
Tomas Abdiel Rodriguez,569205,Tomás Rodríguez,1000000.0
Ismael Diaz,243298,Ismael Díaz,1800000.0
Edgar Yoel Barcenas,283473,Yoel Bárcenas,650000.0
Cesar Jair Samudio,865550,César Samudio,250000.0
Jiovany Javier Ramos,403809,Jiovany Ramos,450000.0
Carlos Miguel Harvey,628806,Carlos Harvey,600000.0
Eric Javier Davis,121791,Éric Davis,50000.0
Andres Alberto Andrade,403808,Andrés Andrade,2500000.0
Jose Fajardo,546803,José Fajardo,550000.0
Cecilio Alfonso Waterman,177064,Cecilio Waterman,250000.0
Alberto Abdiel Quintero,126019,Alberto Quintero,75000.0
Anibal Casis Godoy,161671,Aníbal Godoy,100000.0
Cesar Augusto Yanis,741098,César Yanis,400000.0
Orlando Mosquera,402979,Orlando Mosquera,700000.0
Michael Amir Murillo,354482,Amir Murillo,7000000.0
Azarías Emmanuel Londono,860998,Azarías Londoño,1000000.0
Roderick Alonso Miller,157154,Roderick Miller,175000.0
Jorge Abdiel Gutierrez,443379,Jorge Gutiérrez,800000.0
